unix,date,symbol,open,high,low,close,Volume AERGO,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1742947200000,2025-03-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742860800000,2025-03-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742774400000,2025-03-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742688000000,2025-03-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742601600000,2025-03-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742515200000,2025-03-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742428800000,2025-03-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742342400000,2025-03-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742256000000,2025-03-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742169600000,2025-03-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1742083200000,2025-03-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741996800000,2025-03-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741910400000,2025-03-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741824000000,2025-03-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741737600000,2025-03-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741651200000,2025-03-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741564800000,2025-03-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741478400000,2025-03-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741392000000,2025-03-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741305600000,2025-03-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741219200000,2025-03-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741132800000,2025-03-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1741046400000,2025-03-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740960000000,2025-03-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740873600000,2025-03-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740787200000,2025-03-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740700800000,2025-02-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740614400000,2025-02-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740528000000,2025-02-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740441600000,2025-02-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740355200000,2025-02-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740268800000,2025-02-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740182400000,2025-02-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740096000000,2025-02-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1740009600000,2025-02-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739923200000,2025-02-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739836800000,2025-02-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739750400000,2025-02-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739664000000,2025-02-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739577600000,2025-02-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739491200000,2025-02-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739404800000,2025-02-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739318400000,2025-02-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739232000000,2025-02-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739145600000,2025-02-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1739059200000,2025-02-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738972800000,2025-02-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738886400000,2025-02-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738800000000,2025-02-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738713600000,2025-02-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738627200000,2025-02-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738540800000,2025-02-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738454400000,2025-02-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738368000000,2025-02-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738281600000,2025-01-31 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738195200000,2025-01-30 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738108800000,2025-01-29 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1738022400000,2025-01-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737936000000,2025-01-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737849600000,2025-01-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737763200000,2025-01-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737676800000,2025-01-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737590400000,2025-01-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737504000000,2025-01-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737417600000,2025-01-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737331200000,2025-01-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737244800000,2025-01-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737158400000,2025-01-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1737072000000,2025-01-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736985600000,2025-01-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736899200000,2025-01-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736812800000,2025-01-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736726400000,2025-01-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736640000000,2025-01-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736553600000,2025-01-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736467200000,2025-01-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736380800000,2025-01-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736294400000,2025-01-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736208000000,2025-01-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736121600000,2025-01-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1736035200000,2025-01-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735948800000,2025-01-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735862400000,2025-01-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735776000000,2025-01-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735689600000,2025-01-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735603200000,2024-12-31 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735516800000,2024-12-30 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735430400000,2024-12-29 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735344000000,2024-12-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735257600000,2024-12-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735171200000,2024-12-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1735084800000,2024-12-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734998400000,2024-12-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734912000000,2024-12-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734825600000,2024-12-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734739200000,2024-12-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734652800000,2024-12-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734566400000,2024-12-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734480000000,2024-12-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734393600000,2024-12-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734307200000,2024-12-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734220800000,2024-12-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734134400000,2024-12-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1734048000000,2024-12-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733961600000,2024-12-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733875200000,2024-12-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733788800000,2024-12-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733702400000,2024-12-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733616000000,2024-12-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733529600000,2024-12-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733443200000,2024-12-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733356800000,2024-12-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733270400000,2024-12-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733184000000,2024-12-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733097600000,2024-12-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1733011200000,2024-12-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732924800000,2024-11-30 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732838400000,2024-11-29 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732752000000,2024-11-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732665600000,2024-11-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732579200000,2024-11-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732492800000,2024-11-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732406400000,2024-11-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732320000000,2024-11-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732233600000,2024-11-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732147200000,2024-11-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1732060800000,2024-11-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731974400000,2024-11-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731888000000,2024-11-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731801600000,2024-11-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731715200000,2024-11-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731628800000,2024-11-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731542400000,2024-11-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731456000000,2024-11-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731369600000,2024-11-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731283200000,2024-11-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731196800000,2024-11-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731110400000,2024-11-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1731024000000,2024-11-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730937600000,2024-11-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730851200000,2024-11-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730764800000,2024-11-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730678400000,2024-11-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730592000000,2024-11-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730505600000,2024-11-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730419200000,2024-11-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730332800000,2024-10-31 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730246400000,2024-10-30 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730160000000,2024-10-29 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1730073600000,2024-10-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729987200000,2024-10-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729900800000,2024-10-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729814400000,2024-10-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729728000000,2024-10-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729641600000,2024-10-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729555200000,2024-10-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729468800000,2024-10-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729382400000,2024-10-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729296000000,2024-10-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729209600000,2024-10-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729123200000,2024-10-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1729036800000,2024-10-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728950400000,2024-10-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728864000000,2024-10-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728777600000,2024-10-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728691200000,2024-10-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728604800000,2024-10-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728518400000,2024-10-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728432000000,2024-10-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728345600000,2024-10-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728259200000,2024-10-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728172800000,2024-10-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728086400000,2024-10-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1728000000000,2024-10-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727913600000,2024-10-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727827200000,2024-10-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727740800000,2024-10-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727654400000,2024-09-30 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727568000000,2024-09-29 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727481600000,2024-09-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727395200000,2024-09-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727308800000,2024-09-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727222400000,2024-09-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727136000000,2024-09-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1727049600000,2024-09-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726963200000,2024-09-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726876800000,2024-09-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726790400000,2024-09-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726704000000,2024-09-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726617600000,2024-09-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726531200000,2024-09-17 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726444800000,2024-09-16 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726358400000,2024-09-15 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726272000000,2024-09-14 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726185600000,2024-09-13 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726099200000,2024-09-12 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1726012800000,2024-09-11 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725926400000,2024-09-10 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725840000000,2024-09-09 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725753600000,2024-09-08 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725667200000,2024-09-07 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725580800000,2024-09-06 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725494400000,2024-09-05 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725408000000,2024-09-04 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725321600000,2024-09-03 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725235200000,2024-09-02 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725148800000,2024-09-01 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1725062400000,2024-08-31 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724976000000,2024-08-30 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724889600000,2024-08-29 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724803200000,2024-08-28 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724716800000,2024-08-27 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724630400000,2024-08-26 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724544000000,2024-08-25 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724457600000,2024-08-24 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724371200000,2024-08-23 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724284800000,2024-08-22 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724198400000,2024-08-21 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724112000000,2024-08-20 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1724025600000,2024-08-19 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
1723939200000,2024-08-18 00:00:00,AERGO/USDT,0.0954,0.0954,0.0954,0.0954,0,0,0,0,0,0.0935
