unix,date,symbol,open,high,low,close,Volume AGLD,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1749859200000,2025-06-14 00:00:00,AGLD/USDT,0.7557,0.7557,0.7557,0.7557,35.9963,47.6331,13.3324,17.6425,3,0.7557
1749772800000,2025-06-13 00:00:00,AGLD/USDT,0.7207,0.7377,0.6716,0.7377,107.5725,157.7772,91.4858,135.1663,11,0.6824
1749686400000,2025-06-12 00:00:00,AGLD/USDT,0.738,0.738,0.738,0.738,10.7379,14.5501,0,0,1,0.738
1749600000000,2025-06-11 00:00:00,AGLD/USDT,0.8947,0.8947,0.8947,0.8947,0,0,0,0,0,0.8947
1749513600000,2025-06-10 00:00:00,AGLD/USDT,0.8947,0.8947,0.8947,0.8947,23.8723,26.682,0,0,1,0.8947
1749427200000,2025-06-09 00:00:00,AGLD/USDT,0.8947,0.8947,0.8947,0.8947,0,0,0,0,0,0.8947
1749340800000,2025-06-08 00:00:00,AGLD/USDT,0.8947,0.8947,0.8947,0.8947,0,0,0,0,0,0.8947
1749254400000,2025-06-07 00:00:00,AGLD/USDT,0.8947,0.8947,0.8947,0.8947,24.6587,27.5609,0,0,1,0.8947
1749168000000,2025-06-06 00:00:00,AGLD/USDT,0.8519,0.8947,0.72,0.8947,112.5758,131.8747,0.1803,0.2016,7,0.8544
1749081600000,2025-06-05 00:00:00,AGLD/USDT,0.9034,0.9091,0.8322,0.8322,114.8256,127.6829,99.9999,110.0371,6,0.8999
1748995200000,2025-06-04 00:00:00,AGLD/USDT,0.8467,0.865,0.8467,0.865,6.8411,8,6.8411,8,3,0.8552
1748908800000,2025-06-03 00:00:00,AGLD/USDT,0.829,0.829,0.829,0.829,0,0,0,0,0,0.8438
1748822400000,2025-06-02 00:00:00,AGLD/USDT,0.829,0.829,0.829,0.829,0,0,0,0,0,0.8438
1748736000000,2025-06-01 00:00:00,AGLD/USDT,0.829,0.829,0.829,0.829,0,0,0,0,0,0.8438
1748649600000,2025-05-31 00:00:00,AGLD/USDT,0.829,0.829,0.829,0.829,0,0,0,0,0,0.8438
1748563200000,2025-05-30 00:00:00,AGLD/USDT,0.8605,0.8657,0.8289,0.829,170.0411,201.59,0,0,12,0.8438
1748476800000,2025-05-29 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1748390400000,2025-05-28 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1748304000000,2025-05-27 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1748217600000,2025-05-26 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1748131200000,2025-05-25 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1748044800000,2025-05-24 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1747958400000,2025-05-23 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1747872000000,2025-05-22 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1747785600000,2025-05-21 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1747699200000,2025-05-20 00:00:00,AGLD/USDT,0.9019,0.9019,0.9019,0.9019,0,0,0,0,0,0.902
1747612800000,2025-05-19 00:00:00,AGLD/USDT,0.9021,0.9021,0.9019,0.9019,3.7887,4.2,0,0,2,0.902
1747526400000,2025-05-18 00:00:00,AGLD/USDT,0.9863,0.9863,0.9863,0.9863,0,0,0,0,0,0.9863
1747440000000,2025-05-17 00:00:00,AGLD/USDT,0.9863,0.9863,0.9863,0.9863,0,0,0,0,0,0.9863
1747353600000,2025-05-16 00:00:00,AGLD/USDT,0.9863,0.9863,0.9863,0.9863,0,0,0,0,0,0.9863
1747267200000,2025-05-15 00:00:00,AGLD/USDT,0.9864,0.9864,0.9863,0.9863,35.3634,35.8512,0,0,6,0.9863
1747180800000,2025-05-14 00:00:00,AGLD/USDT,1.0819,1.1069,1.0819,1.1069,23.5255,21.4677,23.5255,21.4677,5,1.0959
1747094400000,2025-05-13 00:00:00,AGLD/USDT,1.033,1.033,1.033,1.033,0,0,0,0,0,1.033
1747008000000,2025-05-12 00:00:00,AGLD/USDT,1.033,1.033,1.033,1.033,5.2058,5.0395,0,0,1,1.033
1746921600000,2025-05-11 00:00:00,AGLD/USDT,1.0594,1.0594,1.0594,1.0594,0,0,0,0,0,1.0594
1746835200000,2025-05-10 00:00:00,AGLD/USDT,1.0594,1.0594,1.0594,1.0594,5.2671,4.9718,5.2671,4.9718,1,1.0594
1746748800000,2025-05-09 00:00:00,AGLD/USDT,1.0584,1.0819,1.0584,1.0819,7.3133,6.8688,7.3133,6.8688,2,1.0648
1746662400000,2025-05-08 00:00:00,AGLD/USDT,0.8499,0.8499,0.8499,0.8499,0,0,0,0,0,0.8499
1746576000000,2025-05-07 00:00:00,AGLD/USDT,0.8499,0.8499,0.8499,0.8499,0,0,0,0,0,0.8499
1746489600000,2025-05-06 00:00:00,AGLD/USDT,0.8499,0.8499,0.8499,0.8499,0,0,0,0,0,0.8499
1746403200000,2025-05-05 00:00:00,AGLD/USDT,0.8499,0.8499,0.8499,0.8499,0,0,0,0,0,0.8499
1746316800000,2025-05-04 00:00:00,AGLD/USDT,0.8499,0.8499,0.8499,0.8499,0,0,0,0,0,0.8499
