unix,date,symbol,open,high,low,close,Volume AGLD,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1746230400000,2025-05-03 00:00:00,AGLD/USDT,0.8499,0.8499,0.8499,0.8499,34.8876,41.0491,0,0,1,0.8499
1746144000000,2025-05-02 00:00:00,AGLD/USDT,1.0367,1.0528,1.0367,1.0528,60.7883,58.0005,50.7885,48.3547,4,1.0481
1746057600000,2025-05-01 00:00:00,AGLD/USDT,0.9633,1.0367,0.9633,1.0367,45.1535,45.3091,45.1535,45.3091,7,0.9969
1745971200000,2025-04-30 00:00:00,AGLD/USDT,0.9,0.9,0.9,0.9,0,0,0,0,0,0.9
1745884800000,2025-04-29 00:00:00,AGLD/USDT,0.9,0.9,0.9,0.9,0.0057,0.0064,0.0057,0.0064,1,0.9
1745798400000,2025-04-28 00:00:00,AGLD/USDT,0.8997,0.8997,0.8997,0.8997,1.9999,2.2229,1.9999,2.2229,1,0.8997
1745712000000,2025-04-27 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745625600000,2025-04-26 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745539200000,2025-04-25 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745452800000,2025-04-24 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745366400000,2025-04-23 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745280000000,2025-04-22 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745193600000,2025-04-21 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745107200000,2025-04-20 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0,0,0,0,0,0.7876
1745020800000,2025-04-19 00:00:00,AGLD/USDT,0.7876,0.7876,0.7876,0.7876,0.0723,0.0918,0.0723,0.0918,1,0.7876
1744934400000,2025-04-18 00:00:00,AGLD/USDT,0.8,0.9,0.7928,0.9,30.9228,35.8072,24.9889,28.3224,5,0.8664
1744848000000,2025-04-17 00:00:00,AGLD/USDT,0.8,0.8,0.8,0.8,5.9998,7.4998,5.9998,7.4998,1,0.8
1744761600000,2025-04-16 00:00:00,AGLD/USDT,0.752,0.752,0.752,0.752,0,0,0,0,0,0.752
1744675200000,2025-04-15 00:00:00,AGLD/USDT,0.752,0.752,0.752,0.752,5.3713,7.1428,0,0,1,0.752
1744588800000,2025-04-14 00:00:00,AGLD/USDT,0.7999,0.7999,0.7999,0.7999,0,0,0,0,0,0.7959
1744502400000,2025-04-13 00:00:00,AGLD/USDT,0.7881,0.7999,0.7881,0.7999,1.4896,1.8715,1.4896,1.8715,2,0.7959
1744416000000,2025-04-12 00:00:00,AGLD/USDT,0.72,0.72,0.72,0.72,0,0,0,0,0,0.72
1744329600000,2025-04-11 00:00:00,AGLD/USDT,0.72,0.72,0.72,0.72,0,0,0,0,0,0.72
1744243200000,2025-04-10 00:00:00,AGLD/USDT,0.72,0.72,0.72,0.72,0,0,0,0,0,0.72
1744156800000,2025-04-09 00:00:00,AGLD/USDT,0.72,0.72,0.72,0.72,0.2999,0.4166,0,0,1,0.72
1744070400000,2025-04-08 00:00:00,AGLD/USDT,0.72,0.72,0.72,0.72,0,0,0,0,0,0.72
1743984000000,2025-04-07 00:00:00,AGLD/USDT,0.72,0.72,0.72,0.72,11.7,16.25,0,0,1,0.72
1743897600000,2025-04-06 00:00:00,AGLD/USDT,0.9001,0.9001,0.8,0.8,15.1977,18.4106,0,0,5,0.8277
1743811200000,2025-04-05 00:00:00,AGLD/USDT,0.9001,0.9001,0.9001,0.9001,0,0,0,0,0,0.9001
1743724800000,2025-04-04 00:00:00,AGLD/USDT,0.9001,0.9001,0.9001,0.9001,0,0,0,0,0,0.9001
1743638400000,2025-04-03 00:00:00,AGLD/USDT,0.9001,0.9001,0.9001,0.9001,0,0,0,0,0,0.9001
1743552000000,2025-04-02 00:00:00,AGLD/USDT,0.9001,0.9001,0.9001,0.9001,5.0849,5.6493,0,0,1,0.9001
1743465600000,2025-04-01 00:00:00,AGLD/USDT,0.9,0.9,0.9,0.9,0,0,0,0,0,0.902
1743379200000,2025-03-31 00:00:00,AGLD/USDT,0.9031,0.9031,0.9,0.9,19.8115,21.9621,0,0,3,0.902
1743292800000,2025-03-30 00:00:00,AGLD/USDT,0.9,0.9,0.9,0.9,0,0,0,0,0,0.9189
1743206400000,2025-03-29 00:00:00,AGLD/USDT,1,1,0.9,0.9,16.5878,18.0809,0,0,2,0.9189
1743120000000,2025-03-28 00:00:00,AGLD/USDT,1.0128,1.0128,1.0128,1.0128,4.5677,4.51,0,0,1,1.0128
1743033600000,2025-03-27 00:00:00,AGLD/USDT,1.0016,1.0016,1.0016,1.0016,0,0,0,0,0,1.0038
1742947200000,2025-03-26 00:00:00,AGLD/USDT,1.0667,1.0667,1.0016,1.0016,30.1604,30.0479,1.0558,0.9898,2,1.0038
1742860800000,2025-03-25 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.002
1742774400000,2025-03-24 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.002
1742688000000,2025-03-23 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.002
1742601600000,2025-03-22 00:00:00,AGLD/USDT,1.0317,1.0317,1,1,1.4021,1.3993,0.0924,0.0896,2,1.002
1742515200000,2025-03-21 00:00:00,AGLD/USDT,1.0001,1.0003,1.0001,1.0003,353.9385,353.8382,353.9385,353.8382,5,1.0002
1742428800000,2025-03-20 00:00:00,AGLD/USDT,1.0003,1.0003,1.0003,1.0003,6,5.9983,0,0,1,1.0003
1742342400000,2025-03-19 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.0002
1742256000000,2025-03-18 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.0002
1742169600000,2025-03-17 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.0002
1742083200000,2025-03-16 00:00:00,AGLD/USDT,1.0012,1.0012,1,1,20.7847,20.78,0,0,3,1.0002
1741996800000,2025-03-15 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.2242
1741910400000,2025-03-14 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.2242
1741824000000,2025-03-13 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.2242
1741737600000,2025-03-12 00:00:00,AGLD/USDT,1,1,1,1,0,0,0,0,0,1.2242
1741651200000,2025-03-11 00:00:00,AGLD/USDT,1.185,1.5001,1,1,958.9637,806.3876,376.7356,374.6062,17,1.2242
1741564800000,2025-03-10 00:00:00,AGLD/USDT,1.1935,1.1935,1.1935,1.1935,0,0,0,0,0,1.1951
1741478400000,2025-03-09 00:00:00,AGLD/USDT,1.1935,1.1935,1.1935,1.1935,0,0,0,0,0,1.1951
1741392000000,2025-03-08 00:00:00,AGLD/USDT,1.2001,1.2001,1.1931,1.1935,8.1159,6.7909,0,0,6,1.1951
1741305600000,2025-03-07 00:00:00,AGLD/USDT,1.2032,1.2032,1.2032,1.2032,1.5623,1.2985,0,0,1,1.2032
1741219200000,2025-03-06 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.2003
1741132800000,2025-03-05 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.2003
1741046400000,2025-03-04 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.2003
1740960000000,2025-03-03 00:00:00,AGLD/USDT,1.2006,1.2006,1.2,1.2,27.8839,23.23,0,0,4,1.2003
1740873600000,2025-03-02 00:00:00,AGLD/USDT,1.3223,1.4001,1.3223,1.4001,20.1774,14.4188,20.1774,14.4188,3,1.3994
1740787200000,2025-03-01 00:00:00,AGLD/USDT,1.4,1.4,1.4,1.4,9.9999,7.1428,0,0,1,1.4
1740700800000,2025-02-28 00:00:00,AGLD/USDT,1.3414,1.3414,1.3414,1.3414,8.2056,6.1172,0,0,1,1.3414
1740614400000,2025-02-27 00:00:00,AGLD/USDT,1.2283,1.2283,1.2283,1.2283,0,0,0,0,0,1.4119
1740528000000,2025-02-26 00:00:00,AGLD/USDT,1.5108,1.6,1.2283,1.2283,29.588,21.2549,16.5474,10.6381,3,1.4119
1740441600000,2025-02-25 00:00:00,AGLD/USDT,1.3863,1.476,1.3863,1.476,38.7848,27.1415,38.7848,27.1415,4,1.4299
1740355200000,2025-02-24 00:00:00,AGLD/USDT,1.4549,1.4549,1.4549,1.4549,1.1575,0.7956,0,0,1,1.4549
1740268800000,2025-02-23 00:00:00,AGLD/USDT,1.4906,1.4906,1.4906,1.4906,0,0,0,0,0,1.4223
1740182400000,2025-02-22 00:00:00,AGLD/USDT,1.4906,1.4906,1.4906,1.4906,0,0,0,0,0,1.4223
1740096000000,2025-02-21 00:00:00,AGLD/USDT,1.4177,1.4906,1.4177,1.4906,17.0553,11.9928,17.0553,11.9928,3,1.4223
1740009600000,2025-02-20 00:00:00,AGLD/USDT,1.2999,1.4,1.2491,1.3126,245.4952,176.2427,245.4952,176.2427,9,1.3933
1739923200000,2025-02-19 00:00:00,AGLD/USDT,1.1999,1.2999,1.1019,1.2999,26.0658,22.2708,10.8965,8.5043,3,1.1773
1739836800000,2025-02-18 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.1525
1739750400000,2025-02-17 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.1525
1739664000000,2025-02-16 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.1525
1739577600000,2025-02-15 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.1525
1739491200000,2025-02-14 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.1525
1739404800000,2025-02-13 00:00:00,AGLD/USDT,1.2,1.2,1.2,1.2,0,0,0,0,0,1.1525
1739318400000,2025-02-12 00:00:00,AGLD/USDT,1.2999,1.2999,1,1.2,22.4112,19.4869,12,10,4,1.1525
1739232000000,2025-02-11 00:00:00,AGLD/USDT,1.2999,1.2999,1.2999,1.2999,0,0,0,0,0,1.2998
1739145600000,2025-02-10 00:00:00,AGLD/USDT,1.2999,1.2999,1.2999,1.2999,0,0,0,0,0,1.2998
1739059200000,2025-02-09 00:00:00,AGLD/USDT,1.2999,1.2999,1.2999,1.2999,0,0,0,0,0,1.2998
1738972800000,2025-02-08 00:00:00,AGLD/USDT,1.2998,1.3,1.2998,1.2999,87.2232,67.1008,25.3033,19.4666,7,1.2998
1738886400000,2025-02-07 00:00:00,AGLD/USDT,1.1157,1.1157,1.1157,1.1157,1.4504,1.3,0,0,1,1.1157
1738800000000,2025-02-06 00:00:00,AGLD/USDT,1.1998,1.4,1.1998,1.4,12.1814,10.0015,12.1814,10.0015,4,1.2206
1738713600000,2025-02-05 00:00:00,AGLD/USDT,1.1999,1.2,1.1958,1.1958,48.4227,40.4005,12.4907,10.4091,6,1.1985
1738627200000,2025-02-04 00:00:00,AGLD/USDT,1.1999,1.1999,1.1999,1.1999,0,0,0,0,0,1.0282
1738540800000,2025-02-03 00:00:00,AGLD/USDT,1.202,1.202,0.9863,1.1999,178.4747,174.2297,5.0392,4.2,8,1.0282
1738454400000,2025-02-02 00:00:00,AGLD/USDT,1.2021,1.2021,1.202,1.202,7.4525,6.2,0,0,2,1.202
1738368000000,2025-02-01 00:00:00,AGLD/USDT,1.4812,1.4812,1.3144,1.3144,372.1033,252.6122,314.7742,212.6291,11,1.4734
1738281600000,2025-01-31 00:00:00,AGLD/USDT,1.4646,1.4646,1.4646,1.4646,0,0,0,0,0,1.4093
1738195200000,2025-01-30 00:00:00,AGLD/USDT,1.4646,1.4646,1.4646,1.4646,0,0,0,0,0,1.4093
1738108800000,2025-01-29 00:00:00,AGLD/USDT,1.4501,1.4884,1.3752,1.4646,212.9388,151.2058,15.2299,10.2324,11,1.4093
1738022400000,2025-01-28 00:00:00,AGLD/USDT,1.9404,1.9404,1.45,1.45,263.0967,173.641,23.0815,14.7602,13,1.516
1737936000000,2025-01-27 00:00:00,AGLD/USDT,1.5,1.5,1.5,1.5,0,0,0,0,0,1.5962
1737849600000,2025-01-26 00:00:00,AGLD/USDT,1.5,1.5,1.5,1.5,0,0,0,0,0,1.5962
1737763200000,2025-01-25 00:00:00,AGLD/USDT,1.6627,1.6627,1.5,1.5,30.7641,19.2906,0,0,3,1.5962
1737676800000,2025-01-24 00:00:00,AGLD/USDT,1.8968,1.8968,1.8968,1.8968,0,0,0,0,0,1.8968
1737590400000,2025-01-23 00:00:00,AGLD/USDT,1.8968,1.8968,1.8968,1.8968,0,0,0,0,0,1.8968
1737504000000,2025-01-22 00:00:00,AGLD/USDT,1.8968,1.8968,1.8968,1.8968,20.1768,10.6373,19.5745,10.3198,2,1.8968
1737417600000,2025-01-21 00:00:00,AGLD/USDT,1.8968,1.8968,1.8968,1.8968,0,0,0,0,0,1.9002
1737331200000,2025-01-20 00:00:00,AGLD/USDT,1.8968,1.8968,1.8968,1.8968,0,0,0,0,0,1.9002
1737244800000,2025-01-19 00:00:00,AGLD/USDT,1.8968,1.8968,1.8968,1.8968,0,0,0,0,0,1.9002
1737158400000,2025-01-18 00:00:00,AGLD/USDT,1.9062,1.9062,1.8968,1.8968,5.3967,2.84,0,0,2,1.9002
1737072000000,2025-01-17 00:00:00,AGLD/USDT,2.0451,2.0451,2.0451,2.0451,0,0,0,0,0,2.0763
1736985600000,2025-01-16 00:00:00,AGLD/USDT,2.0967,2.0967,2.0451,2.0451,10.3706,4.9954,6.2804,2.9954,2,2.0763
1736899200000,2025-01-15 00:00:00,AGLD/USDT,1.9838,2.0091,1.9124,2.0091,35.096,17.9377,35.096,17.9377,3,1.9573
1736812800000,2025-01-14 00:00:00,AGLD/USDT,1.9127,1.9127,1.9127,1.9127,3.0582,1.5989,3.0582,1.5989,1,1.9127
1736726400000,2025-01-13 00:00:00,AGLD/USDT,1.6979,2.0368,1.6979,1.8985,33.5724,18.119,23.257,12.3119,5,1.8654
1736640000000,2025-01-12 00:00:00,AGLD/USDT,2.3727,2.3727,2.3727,2.3727,6,2.5288,0,0,1,2.3727
1736553600000,2025-01-11 00:00:00,AGLD/USDT,2.1733,2.3346,2.1733,2.3346,76.2619,33.8054,59.4599,26.0743,7,2.2578
1736467200000,2025-01-10 00:00:00,AGLD/USDT,2.1832,2.1833,2.0433,2.0433,44.0226,20.2661,6.3352,2.9018,5,2.1728
1736380800000,2025-01-09 00:00:00,AGLD/USDT,1.8508,2.1896,1.8508,2.0482,70.2642,34.5345,48.247,22.9785,6,2.0415
1736294400000,2025-01-08 00:00:00,AGLD/USDT,2.3512,2.3749,1.5258,2.267,70.07,31.8435,47.9437,20.5578,8,2.2364
1736208000000,2025-01-07 00:00:00,AGLD/USDT,2.0964,2.0964,2.0964,2.0964,0,0,0,0,0,2.0964
1736121600000,2025-01-06 00:00:00,AGLD/USDT,2.0964,2.0964,2.0964,2.0964,0,0,0,0,0,2.0964
1736035200000,2025-01-05 00:00:00,AGLD/USDT,2.0964,2.0964,2.0964,2.0964,2.2035,1.0511,2.2035,1.0511,1,2.0964
1735948800000,2025-01-04 00:00:00,AGLD/USDT,2.8076,2.8076,2.8076,2.8076,0,0,0,0,0,2.6739
1735862400000,2025-01-03 00:00:00,AGLD/USDT,2.5385,2.81,2.3759,2.8076,18.4916,6.9398,18.4916,6.9398,8,2.6739
1735776000000,2025-01-02 00:00:00,AGLD/USDT,2.5385,2.5386,2.5385,2.5386,250.4504,98.6589,250.4504,98.6589,2,2.5385
1735689600000,2025-01-01 00:00:00,AGLD/USDT,2.3001,2.3001,2.3,2.3,3.5453,1.5414,0,0,2,2.3
1735603200000,2024-12-31 00:00:00,AGLD/USDT,2.7683,2.7683,2.7683,2.7683,11.0729,3.9999,11.0729,3.9999,1,2.7683
1735516800000,2024-12-30 00:00:00,AGLD/USDT,2.55,2.55,2.55,2.55,0,0,0,0,0,1.896
1735430400000,2024-12-29 00:00:00,AGLD/USDT,1.9211,2.55,1.7589,2.55,61.7886,33.1806,13.1187,5.51,8,1.896
1735344000000,2024-12-28 00:00:00,AGLD/USDT,1.7999,1.7999,1.7999,1.7999,0,0,0,0,0,1.8125
1735257600000,2024-12-27 00:00:00,AGLD/USDT,1.7999,1.7999,1.7999,1.7999,0,0,0,0,0,1.8125
1735171200000,2024-12-26 00:00:00,AGLD/USDT,2.1837,2.2058,1.7856,1.7999,114.9364,63.4953,4.069,1.8573,6,1.8125
1735084800000,2024-12-25 00:00:00,AGLD/USDT,2,2.2283,1.7106,1.8094,72.873,35.757,59.5459,28.5668,10,2.0484
1734998400000,2024-12-24 00:00:00,AGLD/USDT,1.6094,1.6094,1.6094,1.6094,2.0898,1.2985,2.0898,1.2985,1,1.6094
1734912000000,2024-12-23 00:00:00,AGLD/USDT,1.5292,1.5378,1.5292,1.5378,1.9934,1.3005,1.1502,0.7522,2,1.5328
1734825600000,2024-12-22 00:00:00,AGLD/USDT,2,2,2,2,0,0,0,0,0,1.9274
1734739200000,2024-12-21 00:00:00,AGLD/USDT,1.3992,2,1.3992,2,312.5061,164.055,312.5061,164.055,22,1.9274
1734652800000,2024-12-20 00:00:00,AGLD/USDT,1.2201,1.2201,1.2201,1.2201,0.0009,0.0008,0,0,1,1.2201
1734566400000,2024-12-19 00:00:00,AGLD/USDT,1.3327,1.3327,1.2472,1.2584,37.7099,29.7062,12.2712,9.7515,6,1.2702
1734480000000,2024-12-18 00:00:00,AGLD/USDT,1.267,1.267,1.267,1.267,0,0,0,0,0,1.267
1734393600000,2024-12-17 00:00:00,AGLD/USDT,1.267,1.267,1.267,1.267,0,0,0,0,0,1.267
1734307200000,2024-12-16 00:00:00,AGLD/USDT,1.267,1.267,1.267,1.267,0,0,0,0,0,1.267
1734220800000,2024-12-15 00:00:00,AGLD/USDT,1.267,1.267,1.267,1.267,0,0,0,0,0,1.267
1734134400000,2024-12-14 00:00:00,AGLD/USDT,1.267,1.267,1.267,1.267,0.2366,0.1868,0,0,1,1.267
1734048000000,2024-12-13 00:00:00,AGLD/USDT,1.4735,1.4735,1.4735,1.4735,0,0,0,0,0,1.4735
1733961600000,2024-12-12 00:00:00,AGLD/USDT,1.4735,1.4735,1.4735,1.4735,21.6698,14.7064,21.6698,14.7064,1,1.4735
1733875200000,2024-12-11 00:00:00,AGLD/USDT,1.5286,1.5286,1.5286,1.5286,14.9999,9.8129,12.8527,8.4082,2,1.5286
1733788800000,2024-12-10 00:00:00,AGLD/USDT,1.1417,1.1417,1.1417,1.1417,16.814,14.7272,0,0,1,1.1417
1733702400000,2024-12-09 00:00:00,AGLD/USDT,1.5261,1.5261,1.4267,1.4267,33.1305,22.3127,14.4396,9.4618,3,1.4862
1733616000000,2024-12-08 00:00:00,AGLD/USDT,1.659,1.659,1.211,1.5868,46.5224,31.5732,29.2133,19.6562,6,1.4958
1733529600000,2024-12-07 00:00:00,AGLD/USDT,1.5905,1.67,1.5903,1.67,14.4756,8.8138,11.0457,6.6573,5,1.6432
1733443200000,2024-12-06 00:00:00,AGLD/USDT,1.55,1.55,1.55,1.55,0,0,0,0,0,1.5494
1733356800000,2024-12-05 00:00:00,AGLD/USDT,1.5488,1.55,1.5488,1.55,9.2564,5.9739,9.2564,5.9739,3,1.5494
1733270400000,2024-12-04 00:00:00,AGLD/USDT,1.3937,1.4021,1.3937,1.4021,4.1,2.9417,4.1,2.9417,3,1.3937
1733184000000,2024-12-03 00:00:00,AGLD/USDT,1.4568,4.1444,1.4,1.4,463.2756,325.0547,373.7486,263.6524,9,1.4526
1733097600000,2024-12-02 00:00:00,AGLD/USDT,1.4555,1.4693,1.4555,1.4693,67.2589,46.1395,15.1407,10.3342,8,1.4577
1733011200000,2024-12-01 00:00:00,AGLD/USDT,1.8817,3.4,1.4005,1.4721,1645.4167,725.7545,114.3881,55.5071,23,2.63
1732924800000,2024-11-30 00:00:00,AGLD/USDT,1.5364,1.6223,1.5363,1.6223,28.385,18.2574,6.3357,3.9054,6,1.5555
1732838400000,2024-11-29 00:00:00,AGLD/USDT,1.4144,1.5363,1.4144,1.5363,29.8776,19.5696,29.8776,19.5696,3,1.5274
1732752000000,2024-11-28 00:00:00,AGLD/USDT,1.3843,1.3843,1.3843,1.3843,0,0,0,0,0,1.3697
1732665600000,2024-11-27 00:00:00,AGLD/USDT,1.3532,1.3843,1.3532,1.3843,7.9147,5.779,7.9147,5.779,2,1.3697
1732579200000,2024-11-26 00:00:00,AGLD/USDT,1.311,1.311,1.311,1.311,6,4.5767,0,0,1,1.311
1732492800000,2024-11-25 00:00:00,AGLD/USDT,1.3518,1.3518,1.0419,1.3272,55.5946,44.8909,43.5946,33.3735,5,1.2534
1732406400000,2024-11-24 00:00:00,AGLD/USDT,1.3962,1.3962,1.327,1.327,12.6529,9.3215,0,0,3,1.358
1732320000000,2024-11-23 00:00:00,AGLD/USDT,1.3817,1.4001,1.3817,1.3817,41.0509,29.5679,25.2891,18.3029,6,1.3884
1732233600000,2024-11-22 00:00:00,AGLD/USDT,1.2139,1.2139,1.2139,1.2139,2.9148,2.4012,0,0,1,1.2139
1732147200000,2024-11-21 00:00:00,AGLD/USDT,1.2344,1.2344,1.2344,1.2344,0.0009,0.0008,0.0009,0.0008,1,1.2344
1732060800000,2024-11-20 00:00:00,AGLD/USDT,1.3248,1.3248,1.0133,1.27,22.4081,18.4969,13.4844,10.6185,6,1.2233
1731974400000,2024-11-19 00:00:00,AGLD/USDT,1.4794,1.4794,1.2949,1.308,9.6301,7.1933,9.6301,7.1933,4,1.3421
1731888000000,2024-11-18 00:00:00,AGLD/USDT,1.2748,1.45,1.2748,1.4423,12.8243,9.1451,12.8243,9.1451,6,1.4054
1731801600000,2024-11-17 00:00:00,AGLD/USDT,1.5332,1.5332,1.4498,1.45,423.5179,291.9558,411.2875,283.65,11,1.4506
1731715200000,2024-11-16 00:00:00,AGLD/USDT,1.5331,1.5333,1.5331,1.5331,29.4941,19.237,0,0,4,1.5331
1731628800000,2024-11-15 00:00:00,AGLD/USDT,3.3296,3.3296,1.5333,1.5333,6.6256,2.6549,4.7356,1.4223,2,2.8172
1731542400000,2024-11-14 00:00:00,AGLD/USDT,2.05,3.3301,1.5331,3.3301,60.8115,35.3738,10.0555,3.0199,8,1.869
1731456000000,2024-11-13 00:00:00,AGLD/USDT,1.2408,4.8,1.2408,2.0001,767.239,368.8193,328.2142,162.0432,43,2.2031
1731369600000,2024-11-12 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1731283200000,2024-11-11 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1731196800000,2024-11-10 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1731110400000,2024-11-09 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1731024000000,2024-11-08 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1730937600000,2024-11-07 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1730851200000,2024-11-06 00:00:00,AGLD/USDT,0.9544,0.9544,0.9544,0.9544,0,0,0,0,0,1.1283
1730764800000,2024-11-05 00:00:00,AGLD/USDT,1.26,1.26,0.9544,0.9544,2.1528,1.9442,1.2256,0.9727,2,1.1283
1730678400000,2024-11-04 00:00:00,AGLD/USDT,1.26,1.26,1.26,1.26,0,0,0,0,0,1.197
1730592000000,2024-11-03 00:00:00,AGLD/USDT,0.9007,1.26,0.9007,1.26,98.2753,83.3671,82.2269,65.5665,8,1.197
1730505600000,2024-11-02 00:00:00,AGLD/USDT,1.0998,1.0998,1.0998,1.0998,1.8325,1.6663,1.8325,1.6663,1,1.0998
1730419200000,2024-11-01 00:00:00,AGLD/USDT,0.7605,0.7605,0.7605,0.7605,0,0,0,0,0,0.7605
1730332800000,2024-10-31 00:00:00,AGLD/USDT,0.7605,0.7605,0.7605,0.7605,0,0,0,0,0,0.7605
1730246400000,2024-10-30 00:00:00,AGLD/USDT,0.7605,0.7605,0.7605,0.7605,0,0,0,0,0,0.7605
1730160000000,2024-10-29 00:00:00,AGLD/USDT,0.7605,0.7605,0.7605,0.7605,6.3437,8.3415,0,0,1,0.7605
1730073600000,2024-10-28 00:00:00,AGLD/USDT,0.8844,0.8844,0.8844,0.8844,0,0,0,0,0,0.8844
1729987200000,2024-10-27 00:00:00,AGLD/USDT,0.8844,0.8844,0.8844,0.8844,0,0,0,0,0,0.8844
1729900800000,2024-10-26 00:00:00,AGLD/USDT,0.8844,0.8844,0.8844,0.8844,1.4756,1.6685,1.4756,1.6685,1,0.8844
1729814400000,2024-10-25 00:00:00,AGLD/USDT,0.7363,1.2568,0.7203,1.0808,22.2562,23.9408,13.3512,11.6879,5,0.9793
1729728000000,2024-10-24 00:00:00,AGLD/USDT,0.6501,1.2216,0.6501,1.0482,48.3191,53.686,32.9905,30.7884,8,0.9465
1729641600000,2024-10-23 00:00:00,AGLD/USDT,1.2599,1.2599,1.2599,1.2599,0,0,0,0,0,1.2598
1729555200000,2024-10-22 00:00:00,AGLD/USDT,1.2599,1.2599,1.2599,1.2599,0,0,0,0,0,1.2598
1729468800000,2024-10-21 00:00:00,AGLD/USDT,1.2599,1.26,1.2598,1.2599,8.713,6.9157,8.713,6.9157,4,1.2598
1729382400000,2024-10-20 00:00:00,AGLD/USDT,0.9296,1.4075,0.9296,0.9296,13.4969,12.1405,7.7735,5.9837,6,1.1455
1729296000000,2024-10-19 00:00:00,AGLD/USDT,1.0329,1.0329,1.0329,1.0329,0,0,0,0,0,1.0276
1729209600000,2024-10-18 00:00:00,AGLD/USDT,0.9287,1.1369,0.9287,1.0329,26.7456,26.2803,13.234,11.7391,6,1.0276
1729123200000,2024-10-17 00:00:00,AGLD/USDT,0.9281,1.1156,0.9281,1.1156,15.9738,15.4402,9.7805,8.7671,2,1.0429
1729036800000,2024-10-16 00:00:00,AGLD/USDT,1.0573,1.4229,0.9423,1.4085,27.3001,20.4361,24.0393,16.9756,5,1.3595
1728950400000,2024-10-15 00:00:00,AGLD/USDT,0.8526,1.1501,0.8526,1.1361,827.8585,721.8796,825.1377,718.6885,10,1.1473
1728864000000,2024-10-14 00:00:00,AGLD/USDT,1.1495,1.1495,1.1495,1.1495,7.2115,6.2736,7.2115,6.2736,1,1.1495
1728777600000,2024-10-13 00:00:00,AGLD/USDT,0.841,0.841,0.841,0.841,4.337,5.157,0,0,1,0.841
1728691200000,2024-10-12 00:00:00,AGLD/USDT,0.9969,0.9969,0.9969,0.9969,0,0,0,0,0,0.9969
1728604800000,2024-10-11 00:00:00,AGLD/USDT,0.9969,0.9969,0.9969,0.9969,6.6101,6.6307,6.6101,6.6307,1,0.9969
1728518400000,2024-10-10 00:00:00,AGLD/USDT,0.7802,0.7802,0.7802,0.7802,0,0,0,0,0,0.7802
1728432000000,2024-10-09 00:00:00,AGLD/USDT,0.7802,0.7802,0.7802,0.7802,0,0,0,0,0,0.7802
1728345600000,2024-10-08 00:00:00,AGLD/USDT,0.7802,0.7802,0.7802,0.7802,0,0,0,0,0,0.7802
1728259200000,2024-10-07 00:00:00,AGLD/USDT,0.7802,0.7802,0.7802,0.7802,0,0,0,0,0,0.7802
